node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ASN:ASN0011,0.07933153,-0.37739247,-0.043063913,-0.12764694,-0.21315256,-0.20562392,-0.038304992,0.033029407,-0.15065742,0.0867399,-0.03894781,-0.11397706,-0.10829896,-0.37003723,-0.29047698,-0.17093496,-0.1754841,0.2513401,-0.1535642,0.25140887,0.26061404,0.10394301,-0.11263,0.030111732,-0.001932262,-0.06242947,-0.36438662,-0.14660205,-0.14470805,0.111969896,-0.042860687,0.2092883,-0.0109441625,-0.15044262,-0.24118286,0.086306676,0.10265938,-0.1466806,0.100460134,0.08145776,-0.16419595,-0.21604484,0.17910193,-0.020176651,0.29629847,0.24261035,-0.14465094,-0.09609614,-0.19901997,-0.33257023,0.065077394,0.12319097,-0.047648102,-0.3816643,-0.36656934,0.061840314,-0.028166285,-0.21252418,0.19358279,-0.14214803,-0.3840287,0.031307865,0.01683903,0.11609634
ASN:ASN0012,0.07181924,-0.31589192,0.22631739,-0.110961124,-0.39219192,0.12043074,-0.018349921,-0.094180636,-0.16226819,0.19942403,-0.42322907,-0.16635957,0.16792616,-0.07558656,-0.25222757,-0.33307722,-0.11225727,0.3754582,-0.0984975,0.48178345,0.1016026,-0.32447624,-0.28197137,0.033573575,0.27004293,0.0911945,0.039927054,-0.26023707,0.044367254,-0.12941664,0.039760984,-0.1974479,-0.031160152,-0.21790789,-0.33983,-0.020712743,-0.00681267,-0.14493379,-0.07993915,0.061550237,0.09406699,-0.23304433,0.08776329,0.21817856,0.22021681,0.083474286,-0.1787531,-0.29289824,-0.24896587,-0.0628565,0.14454785,0.48971066,-0.089208044,-0.3626723,-0.28000718,0.09326001,0.211601,0.031212687,-0.016510686,-0.19229661,-0.1829381,-0.015993342,-0.13518983,0.020282244
ASN:ASN0013,0.0020458705,-0.4807336,0.15344533,-0.43725333,-0.09416598,-0.114047155,-0.13382058,0.25624526,-0.18361363,0.15222497,-0.21099667,-0.118785165,0.16387784,0.05583223,-0.28103003,-0.3314382,0.2720707,0.44429576,-0.23399252,0.3522191,0.30082858,-0.11944183,-0.19425963,0.0635806,0.2537923,0.013823982,-0.20835847,-0.17979708,0.15342748,-0.17169291,0.0071358723,-0.024972806,0.075955205,-0.028875796,0.09027605,-0.12424529,-0.1256004,0.011966347,-0.15867907,0.13252263,-0.20674372,-0.19485264,0.101586945,0.3456575,0.2729579,0.11317485,-0.18754084,-0.12982722,-0.077607185,-0.16887495,0.003790407,0.27137533,-0.008591791,-0.30950037,-0.12656677,-0.08153477,0.21194914,-0.2060977,0.23381917,-0.18632779,-0.20307271,0.008553944,-0.15264341,0.027490431
ASN:ASN0014,-0.024700053,-0.12571697,0.10838808,-0.21934469,-0.13585995,0.12473213,-0.16933383,0.13442355,-0.26388127,0.43567434,-0.088491574,0.070463695,0.13185997,-0.022937745,-0.30428427,-0.16964573,0.055872057,0.34450713,-0.19300698,0.23340471,0.14460878,-0.14954251,-0.42404848,-0.12871075,0.32404914,0.102991894,-0.122015245,-0.14396223,0.042572122,0.021857884,0.08284634,-0.12982747,0.13583614,-0.13472222,0.1558843,-0.123957686,0.27919576,-0.32498178,-0.22576162,0.010692921,-0.19840729,0.24322826,-0.2638202,0.14785096,0.124581605,0.14757322,-0.033437286,-0.23956206,-0.08723853,-0.19508334,0.35292268,0.5344072,-0.034152556,-0.25725624,-0.2139301,-0.032840706,0.35066304,-0.08560872,0.06299813,-0.30377498,-0.25110587,0.10559623,-0.008094999,0.05652017
ASN:ASN0015,-0.09435767,0.06896449,0.14476505,0.06423658,-0.35845664,0.10602376,-0.2419208,0.05269534,-0.20697238,0.22515358,-0.27129352,-0.18000627,-0.093565,-0.011655423,-0.35940734,-0.20785235,0.15354088,0.26019973,-0.31872353,0.16595581,0.34081596,-0.13116586,-0.49052247,0.03217776,0.43672407,-0.04223364,0.085284926,-0.17606929,-0.20473443,-0.16321975,-0.0021518534,-0.19474867,0.1251731,-0.275272,0.043880686,0.030908044,0.26022124,0.04279823,-0.42649484,-0.114378065,-0.1383542,0.12667651,0.052724462,0.26017928,-0.041900143,-0.19084965,-0.2655333,-0.40688515,-0.14426126,-0.23731355,0.096176095,0.29504666,-0.22091793,-0.26788065,-0.20466901,0.19968408,0.12371063,-0.12138678,0.2440407,-0.20242876,-0.21360677,0.097279064,0.1485757,-0.13780783
ASN:ASN0016,0.10317574,-0.39445898,0.021583095,-0.23895144,0.013038525,-0.08014047,-0.058737915,-0.082431994,-0.035262965,-0.034713212,-0.09450383,-0.046932545,0.1542168,-0.29971078,-0.17519699,0.031508937,0.28606877,0.06390683,-0.18369141,-0.013761405,0.21885693,-0.3304617,-0.29281205,0.16486259,0.3106839,-0.08708485,-0.07382658,0.030969312,0.020150876,0.31443492,-0.07778788,-0.12405568,-0.107039444,-0.050604362,-0.3461209,-0.14866282,0.23874415,-0.01563467,-0.3436073,0.09747868,-0.27956423,-0.038488604,0.23705022,0.12581964,-0.10254952,0.17309016,0.18734956,-0.22923447,-0.049526688,-0.23596561,-0.022000426,-0.006566379,0.103579685,-0.46013153,-0.23635037,-0.020707019,0.079403765,0.07053102,0.3707057,-0.20056783,-0.1988435,0.1128489,0.12725212,0.22447702
ASN:ASN0017,-0.18409891,-0.18202865,0.06668067,-0.36693996,-0.17457706,0.23735468,-0.30923653,0.22057462,-0.03573618,0.49445704,-0.112308554,-0.23013772,0.020760875,0.020606313,-0.41447392,-0.28636605,0.34055796,0.45511478,-0.28029445,0.6559644,0.27046642,-0.4671302,-0.29679242,-5.7109944e-05,0.40639392,0.3526112,0.041895658,-0.3885338,0.18360147,-0.2332279,-0.1061368,-0.32925585,0.25018552,-0.079432614,-0.044559017,-0.0039915936,-0.026286654,-0.18705623,-0.4630366,0.03720364,-0.16437016,0.06042765,-0.17394131,-0.0022364424,0.2860894,0.015953815,-0.12950508,-0.117941014,-0.14458454,-0.080500856,0.086980686,0.35645196,-0.08753186,-0.35953975,-0.20404032,-0.0021768857,0.24312803,-0.054303978,0.28397855,-0.36137038,-0.23298095,0.07011069,-0.2863298,-0.07415146
ASN:ASN0018,0.2561953,0.05415005,0.35214594,-0.25867137,-0.24745876,0.08201328,-0.19946685,0.0054998873,-0.4246965,0.3074882,-0.18791194,-0.07705945,0.040748984,-0.14343485,-0.366959,-0.06797886,0.042065486,0.17893156,-0.038689338,0.4425324,0.36087576,-0.03517407,-0.29835007,0.19488965,0.22525422,0.056947894,0.08633813,-0.2926139,0.10843583,-0.026669828,-0.07609722,0.0016976892,0.05891426,0.025980545,0.1636449,0.111784086,0.16714978,-0.26922098,-0.2234678,-0.1076621,-0.08109233,-0.12544306,-0.15812568,0.07586824,-0.027419182,-0.056279577,0.06534193,-0.14141601,-0.17180853,-0.27644643,0.2456214,0.11976094,-0.24956928,-0.38366687,-0.3182881,-0.07608972,0.24092086,-0.1260564,0.16776466,-0.26014435,-0.31570083,0.19655046,0.123839974,-0.0094070565
ASN:ASN0019,-0.07260974,-0.1396386,0.12848681,0.0020099252,-0.24581248,0.011558097,-0.20782655,0.12464407,-0.28055114,0.21356928,-0.13232271,-0.09306631,0.024875626,-0.12863097,-0.08941783,-0.29340705,0.054784227,0.36508638,-0.39345887,0.19921377,0.19617704,-0.33853203,-0.19541277,-0.036101274,0.2190148,0.18427113,0.039659098,-0.31394336,-0.10080722,-0.05013488,-0.04431083,-0.12266159,0.003227556,-0.14708905,-0.18170278,-0.042019885,0.020661376,-0.16039711,-0.14033246,-0.027199987,-0.24402857,-0.012682374,0.017621968,-0.117011316,0.23556596,0.23391312,-0.10021665,-0.04696393,-0.10093775,-0.5409005,0.14661476,0.27310112,-0.28291634,-0.36700207,-0.26841417,-0.010925659,0.04995745,-0.0839304,0.17227787,-0.15891053,-0.34471643,0.008266726,-0.13461441,-0.034838326
ASN:ASN0020,-0.04057779,-0.33693305,0.1635242,-0.20970832,0.11908541,0.10402823,0.040644225,0.09062845,-0.09796002,0.19418013,-0.08222521,0.16231167,0.086287245,-0.05225372,-0.21935205,-0.03527544,0.37213445,0.32286876,-0.27072257,0.23899955,0.19565716,-0.09401576,-0.40899733,-0.08899424,0.36000675,0.27220306,0.05993797,-0.22149023,-0.03737347,0.21148427,-0.098383516,-0.2942095,0.31308684,-0.018714948,-0.16880369,-0.16773486,0.07013212,-0.15374224,-0.22870323,0.0130413,-0.26770297,0.05236147,-0.16244663,0.2406743,0.14248455,0.36767843,-0.10626844,-0.3682447,-0.25213206,-0.0110546,-0.0002047708,0.40180722,0.077587485,-0.14474094,-0.10121083,0.0045888657,0.24819645,0.034663763,0.14798681,-0.27913308,-0.29071102,-0.024138512,-0.054043826,-0.043526065
ASN:ASN0021,-0.068215325,-0.046900008,0.33252898,-0.1468581,-0.3554645,0.023350442,-0.40211722,0.03604905,-0.20249479,0.26660055,-0.30998698,0.11003524,-0.055962283,0.017628165,-0.21601675,-0.12898488,0.143895,0.35881808,-0.28215608,0.2798687,0.17438406,-0.03743021,-0.34650943,-0.062082343,0.18890959,0.2794989,0.17188577,-0.008176471,-0.105263464,-0.21050528,-0.023149144,-0.24698825,0.142265,0.1018421,0.1435552,0.049247604,0.17996892,0.07011075,-0.0902432,0.12816858,-0.35201967,0.2280535,-0.2251353,0.2633221,0.12061071,0.31721044,-0.14769492,-0.35804713,-0.062974505,-0.06235801,0.27071697,0.38889265,-0.17793266,-0.24400192,-0.15508837,0.050041474,0.30226487,0.049739968,0.21682392,-0.31261677,-0.28400603,0.11986704,0.13135733,-0.26684996
ASN:ASN0022,0.077658474,-0.070382334,0.11484498,-0.10010675,-0.1769199,-0.12539329,-0.11776009,0.18722351,0.01375008,0.16544847,-0.4073637,-0.066498324,0.094388105,0.120584965,-0.299671,-0.05614287,0.07502647,0.34100485,-0.057138346,0.14974979,0.029809209,-0.11212859,-0.25846282,-0.13013637,0.18823291,-0.1528783,0.015554368,-0.2986857,-0.3256329,-0.27934432,0.056900974,-6.152409e-05,0.01185982,-0.09336635,0.038557317,-0.16389628,0.31514233,-0.010584483,-0.16982879,0.24748921,-0.23181938,0.22602026,0.09312382,0.1455564,0.18772432,0.20609184,-0.26020497,-0.30311552,-0.32577428,-0.3246896,0.043511428,0.2662934,-0.07178398,-0.29139212,-0.12140728,-0.012126123,-0.022244383,-0.13471526,0.2534983,-0.27506343,-0.2853966,0.26724878,0.12493532,-0.107516944
ASN:ASN0023,-0.052629147,-0.12185385,0.2586687,-0.4845117,-0.09159291,0.17440508,-0.12968022,0.20407207,-0.0634207,0.41371647,-0.39137107,-0.1070371,0.18890935,-0.027729735,-0.30134824,-0.03329646,0.27043787,0.4588104,-0.3213235,0.5460184,0.35470265,-0.06632205,-0.5024504,-0.17992589,0.49541542,0.22917113,0.16702567,-0.24464178,0.027095769,-0.24749543,0.027227914,-0.2006029,0.08941188,0.09219271,0.27641237,0.20641515,0.16449265,-0.09039999,-0.42117316,-0.04507306,-0.12059044,0.29079288,-0.1697331,0.44811338,0.09047176,-0.051745333,-0.28568476,-0.24348561,-0.23364583,-0.03500063,0.22341442,0.8133666,-0.10687801,-0.08224406,0.005453537,0.263716,-0.0076461886,-0.30509862,0.15698761,-0.23799631,-0.31672114,0.25723523,0.075185575,-0.21905176
ASN:ASN0024,0.021422494,-0.22227176,0.1439162,-0.3740466,0.07457565,0.14210467,-0.14750502,0.16844037,-0.13080658,0.25183278,-0.12156933,-0.22973633,0.04996375,0.037505936,-0.26214045,-0.056242745,0.19475368,0.4021951,-0.39735004,0.54139245,0.14535515,-0.1336772,-0.4540826,0.12050724,0.4300004,0.29254958,0.23615672,-0.09177627,-0.022861216,0.16380207,-0.119817965,-0.142627,0.13744578,0.04378334,0.20886035,0.06852997,0.23741432,-0.35592106,-0.43069372,-0.0045367857,-0.24884142,0.038256034,-0.37748295,0.13929884,-0.08822909,0.063322686,0.0074589225,-0.37696993,-0.15148045,-0.37405315,-0.07613632,0.30843526,-0.03233844,-0.07067596,0.027979707,-0.22723642,-0.026591402,-0.07325512,0.11876736,-0.2592334,-0.29914966,0.161995,0.04899456,-0.024187792
ASN:ASN0025,-5.7624988e-05,-0.34598613,0.062031034,-0.21052566,-0.08975246,-0.04477509,0.22117244,-0.051543117,-0.01759263,0.10812898,-0.10536008,-0.09874965,0.13327068,-0.06189336,-0.15936804,-0.19905847,0.12083093,0.2520505,-0.18209691,0.36014822,0.14136273,-0.120380774,-0.16635005,0.1494921,0.30726963,0.13939212,-0.06755034,-0.029972805,0.01580355,-0.082349524,-0.006895048,0.08770821,-0.13410755,-0.14088832,-0.07136305,-0.19922772,-0.020500293,-0.19289699,-0.24792024,0.0074261995,-0.020846156,-0.08644254,0.26396757,0.25357112,0.059311353,0.16479056,-0.058518082,-0.33596784,-0.31611615,-0.39421868,0.11002794,0.21367562,-0.23585045,-0.39584848,-0.0770599,-0.029423092,-0.017006537,-0.080973886,0.21180971,-0.29349557,-0.43592194,0.067788914,-0.0011985239,0.15157083
ASN:ASN0026,-0.13198978,-0.18517336,0.28783396,-0.3881197,-0.10427234,0.16536088,0.003541969,0.17922452,-0.40931016,0.06831323,-0.16523227,-0.1452348,0.046989605,-0.033006523,-0.13312954,-0.028882481,0.13115317,0.35671157,-0.26131257,0.30433005,0.36644217,-0.313259,-0.2851996,0.060730897,0.16043909,0.010967502,0.16936022,-0.10979153,0.00047921552,-0.066883795,-0.039858583,0.10218378,-0.059482224,-0.03716563,0.12657213,-0.08634386,0.11780519,-0.3271034,-0.58832973,-0.06563859,-0.016533874,0.06011816,-0.07757089,0.13619812,-0.022578884,-0.24387531,0.003394739,-0.3444197,-0.17968759,-0.28093445,0.27875265,0.039775804,-0.23994952,-0.58669376,-0.25172344,0.14413995,0.20048857,-0.18871658,0.34342957,-0.29683614,-0.5244876,0.24006446,-0.016699694,0.120264284
ASN:ASN0027,-0.1152698,-0.19388224,0.08456545,-0.4841522,-0.11242557,0.15319113,-0.13569719,0.0436182,-0.36517826,0.327315,-0.18476816,0.018910395,0.051624563,-0.1348039,-0.14694504,-0.121335804,0.10925091,0.40858173,-0.20844498,0.5000517,0.2942303,-0.23089017,-0.3196047,-0.15696774,0.3589107,0.07208522,-0.20292196,-0.104571365,0.079834454,-0.04058647,-0.03127197,-0.1769092,-0.07412397,-0.14603084,0.27530766,-0.02352664,0.10821102,-0.33237714,-0.33689806,-0.03182124,-0.1461377,0.1945783,-0.21555494,0.09157495,0.28484824,0.111073524,0.04049231,-0.12590271,0.0037269015,-0.33265135,-0.025565062,0.25245705,-0.10286569,-0.26614782,-0.28020856,0.05129047,0.22178398,-0.25872102,0.10833061,-0.20343904,-0.26170135,0.08036224,-0.19070888,-0.06992261
ASN:ASN0028,-0.20184386,0.011675706,0.1255788,-0.18990554,-0.14479959,0.09690721,-0.27801505,-0.07238534,-0.54153824,0.31364706,-0.02499718,0.051572595,-0.10725071,-0.062915534,-0.4373128,-0.05378684,0.22006777,0.46165967,-0.33257568,0.41269442,0.27121747,-0.033083346,-0.38456604,0.2737597,0.29281163,0.26687345,-0.046239886,-0.07737491,0.15188321,-0.10839236,0.21432622,-0.19262892,0.4173861,0.008048981,0.23106049,-0.12042296,0.010337504,0.08239182,-0.72915465,-0.05125143,-0.24654554,0.14193629,-0.30003062,0.19552852,0.19559424,-0.15198478,-0.15217827,-0.50490177,-0.18513395,-0.2723307,0.18217239,0.026176121,-0.13134116,-0.3795119,-0.14756961,0.0825547,0.2909207,-0.024537075,0.25570226,-0.50789803,-0.2467922,0.049569145,0.09894549,0.049287807
ASN:ASN0029,0.10397063,-0.093073085,0.19527888,-0.40453923,-0.14441894,0.26051116,-0.19947234,0.28191963,-0.26166293,0.40116826,-0.28299654,-0.14354564,-0.09039786,0.20295672,-0.43637457,-0.13599394,0.18099469,0.23586778,-0.25218156,0.38400167,0.20409669,-0.14976543,-0.48059326,-0.16790491,0.259115,0.075707115,0.11194927,-0.059013512,0.027739095,-0.1912232,-0.04127995,-0.11460708,0.1714352,0.055820256,-0.015006673,-0.088667914,0.20171183,-0.009297555,-0.16425024,-0.0046360833,-0.089275956,0.044236068,-0.08241405,0.2643175,0.0076220296,0.12125301,-0.073167115,-0.27301922,-0.16656569,-0.27745625,0.1276884,0.52406126,-0.06896358,-0.2480363,-0.08537848,-0.03583776,0.10774315,0.007992557,0.13760024,-0.325461,-0.15495609,0.12485037,0.021780262,-0.17998117
ASN:ASN0030,0.20325148,-0.23330922,0.2123617,-0.15869285,-0.1699417,-0.29900622,-0.043993086,-0.113288514,0.19666912,-0.14643736,-0.29203704,0.08974168,-0.19655664,-0.25458005,-0.38537565,-0.24549183,-0.054791927,0.15982296,-0.2976222,0.15944888,0.34969872,0.41435415,-0.37914,0.012743688,0.22268793,-0.23223352,-0.22778754,-0.119532235,-0.030471308,0.13561665,-0.09293856,0.28905538,-0.11895767,-0.13185246,-0.120787926,-0.12348351,0.1894633,-0.11550205,0.11046234,0.14417991,-0.14688337,-0.16292611,0.22019883,0.20680219,0.29078192,0.5529359,-0.22353739,-0.13899012,-0.024242274,-0.17601672,-0.12891243,-0.059029758,0.04144743,-0.072679676,-0.11296722,-0.22378534,-0.14326145,-0.38057953,0.2792242,-0.057567243,-0.03399491,-0.3182204,0.16659,0.21420467
ASN:ASN0031,0.23099673,-0.1357088,-0.00089282275,0.06878835,-0.10303431,-0.15500756,-0.012580998,0.038746983,0.0011063815,-0.007685342,-0.1139066,0.1193545,-0.059900105,-0.1390004,-0.06663245,-0.025484353,0.10887564,0.111492,-0.13612387,0.055595115,0.22996327,-0.021905143,-0.31422386,0.1640864,0.0715414,0.13557722,0.074304104,0.005854923,-0.2377465,0.09879227,0.03440591,-0.11487848,0.08433254,0.01723234,-0.073075995,-0.18235528,0.24983345,-0.017194392,-0.23331496,0.052550755,-0.5107902,0.06339619,-0.05303035,0.13594076,-0.05118113,0.28861576,-0.11876958,-0.2631686,-0.433569,-0.29045355,-0.019098936,0.16852832,-0.120664,-0.21047674,-0.13157801,-0.10986958,0.12618908,-0.036043704,0.33688444,-0.58325124,-0.33641464,-0.0011691656,0.28663996,0.060589835
